address,region,Date,price,event
23 Skyview Dr,"Armonk, NY 10504",08/21/2018,"$1,275,000",Posting Removed
23 Skyview Dr,"Armonk, NY 10504",07/17/2018,"$1,275,000",Price Change
23 Skyview Dr,"Armonk, NY 10504",07/17/2018,"$1,389,000",Posting Removed
23 Skyview Dr,"Armonk, NY 10504",06/14/2018,"$1,389,000",Price Change
23 Skyview Dr,"Armonk, NY 10504",06/08/2018,"$1,479,000",Price Change
23 Skyview Dr,"Armonk, NY 10504",05/31/2018,"$1,525,000",Price Change
23 Skyview Dr,"Armonk, NY 10504",05/05/2018,"$1,599,000",Listed For Sale
23 Skyview Dr,"Armonk, NY 10504",07/17/2002,"$969,000",Sold
23 Skyview Dr,"Armonk, NY 10504",08/01/2000,"$940,000",Sold
61 High St,"Armonk, NY 10504",12/31/2018,"$570,000",Sold
61 High St,"Armonk, NY 10504",12/13/2018,"$590,000",Posting Removed
61 High St,"Armonk, NY 10504",09/18/2018,"$590,000",Price Change
61 High St,"Armonk, NY 10504",05/09/2018,"$635,000",Listed For Sale
61 High St,"Armonk, NY 10504",02/28/2018,"$635,000",Posting Removed
61 High St,"Armonk, NY 10504",02/26/2018,"$635,000",Listed For Sale
61 High St,"Armonk, NY 10504",01/25/2018,"$650,000",Posting Removed
61 High St,"Armonk, NY 10504",10/25/2017,"$650,000",Listed For Sale
17 Whippoorwill Xing,"Armonk, NY 10504",12/21/2018,"$1,050,000",Sold
17 Whippoorwill Xing,"Armonk, NY 10504",09/05/2018,"$1,095,000",Posting Removed
17 Whippoorwill Xing,"Armonk, NY 10504",07/11/2018,"$1,095,000",Price Change
17 Whippoorwill Xing,"Armonk, NY 10504",05/17/2018,"$1,125,000",Price Change
17 Whippoorwill Xing,"Armonk, NY 10504",01/03/2018,"$1,175,000",Listed For Sale
17 Whippoorwill Xing,"Armonk, NY 10504",11/20/2017,"$1,275,000",Posting Removed
17 Whippoorwill Xing,"Armonk, NY 10504",04/27/2017,"$1,275,000",Listed For Sale
10 Bayberry Rd,"Armonk, NY 10504",12/18/2018,"$1,633,000",Sold
10 Bayberry Rd,"Armonk, NY 10504",10/15/2018,"$1,675,000",Pending
10 Bayberry Rd,"Armonk, NY 10504",08/06/2018,"$1,675,000",Price Change
10 Bayberry Rd,"Armonk, NY 10504",07/20/2018,"$1,750,000",Posting Removed
10 Bayberry Rd,"Armonk, NY 10504",07/05/2018,"$1,750,000",Posting Removed
10 Bayberry Rd,"Armonk, NY 10504",06/20/2018,"$1,750,000",Price Change
10 Bayberry Rd,"Armonk, NY 10504",05/31/2018,"$1,849,000",Posting Removed
10 Bayberry Rd,"Armonk, NY 10504",04/22/2018,"$1,849,000",Posting Removed
10 Bayberry Rd,"Armonk, NY 10504",04/17/2018,"$1,849,000",Listed For Sale
10 Bayberry Rd,"Armonk, NY 10504",11/07/2016,"$8,250",Sold
10 Bayberry Rd,"Armonk, NY 10504",02/01/2005,"$2,849,000",Sold
28 Green Valley Rd,"Armonk, NY 10504",12/11/2018,"$1,500,000",Sold
28 Green Valley Rd,"Armonk, NY 10504",10/23/2018,"$1,585,000",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",09/09/2018,"$1,585,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",08/27/2018,"$1,629,000",Listed For Sale
28 Green Valley Rd,"Armonk, NY 10504",06/26/2018,"$1,574,500",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",05/24/2018,"$1,574,500",Price Change
28 Green Valley Rd,"Armonk, NY 10504",05/01/2018,"$1,599,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",04/14/2018,"$1,629,000",Listed For Sale
28 Green Valley Rd,"Armonk, NY 10504",01/05/2018,"$1,629,000",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",12/13/2017,"$1,629,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",11/16/2017,"$1,649,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",03/28/2017,"$1,699,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",01/25/2017,"$1,799,000",Listed For Sale
28 Green Valley Rd,"Armonk, NY 10504",11/30/2016,"$1,739,000",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",09/12/2016,"$1,739,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",05/14/2016,"$1,849,000",Listed For Sale
28 Green Valley Rd,"Armonk, NY 10504",12/27/2015,"$1,925,000",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",09/16/2015,"$1,925,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",07/22/2015,"$1,975,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",05/20/2015,"$2,150,000",Listed For Sale
28 Green Valley Rd,"Armonk, NY 10504",02/01/2015,"$2,195,000",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",05/23/2014,"$2,195,000",Listed For Sale
28 Green Valley Rd,"Armonk, NY 10504",11/25/2013,"$2,395,000",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",09/07/2013,"$2,395,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",07/10/2013,"$2,495,000",Price Change
28 Green Valley Rd,"Armonk, NY 10504",04/27/2013,"$2,595,000",Listed For Sale
28 Green Valley Rd,"Armonk, NY 10504",01/18/2013,"$2,849,000",Posting Removed
28 Green Valley Rd,"Armonk, NY 10504",06/16/2012,"$2,849,000",Listed For Sale
9 Caruso Pl,"Armonk, NY 10504",11/30/2018,"$875,000",Sold
9 Caruso Pl,"Armonk, NY 10504",09/05/2018,"$999,000",Posting Removed
9 Caruso Pl,"Armonk, NY 10504",09/04/2018,"$999,000",Pending
9 Caruso Pl,"Armonk, NY 10504",09/02/2018,"$999,000",Posting Removed
9 Caruso Pl,"Armonk, NY 10504",08/02/2018,"$999,000",Posting Removed
9 Caruso Pl,"Armonk, NY 10504",07/29/2018,"$999,000",Posting Removed
9 Caruso Pl,"Armonk, NY 10504",07/01/2018,"$999,000",Posting Removed
9 Caruso Pl,"Armonk, NY 10504",06/11/2018,"$999,000",Listed For Sale
14 Elizabeth Pl,"Armonk, NY 10504",11/26/2018,"$799,000",Posting Removed
14 Elizabeth Pl,"Armonk, NY 10504",11/21/2018,"$755,000",Sold
14 Elizabeth Pl,"Armonk, NY 10504",10/11/2018,"$799,000",Pending
14 Elizabeth Pl,"Armonk, NY 10504",09/14/2018,"$799,000",Price Change
14 Elizabeth Pl,"Armonk, NY 10504",07/29/2018,"$850,000",Price Change
14 Elizabeth Pl,"Armonk, NY 10504",06/20/2018,"$899,999",Price Change
14 Elizabeth Pl,"Armonk, NY 10504",06/07/2018,"$950,000",Listed For Sale
70 Byram Ridge Rd,"Armonk, NY 10504",11/19/2018,"$2,218,840",Sold
70 Byram Ridge Rd,"Armonk, NY 10504",10/05/2018,"$2,475,000",Pending
70 Byram Ridge Rd,"Armonk, NY 10504",05/30/2018,"$2,475,000",Price Change
70 Byram Ridge Rd,"Armonk, NY 10504",01/31/2018,"$2,575,000",Price Change
70 Byram Ridge Rd,"Armonk, NY 10504",01/30/2018,"$2,645,000",Posting Removed
70 Byram Ridge Rd,"Armonk, NY 10504",01/01/2018,"$2,645,000",Posting Removed
70 Byram Ridge Rd,"Armonk, NY 10504",10/29/2017,"$2,645,000",Price Change
70 Byram Ridge Rd,"Armonk, NY 10504",05/09/2017,"$2,575,000",Listed For Sale
70 Byram Ridge Rd,"Armonk, NY 10504",04/27/2017,"$820,000",Sold
70 Byram Ridge Rd,"Armonk, NY 10504",06/08/1995,"$250,000",Sold
82 Cox Ave,"Armonk, NY 10504",11/16/2018,"$675,000",Sold
82 Cox Ave,"Armonk, NY 10504",07/26/1994,"$236,500",Sold
8 Quinby Ridge Rd,"Armonk, NY 10504",11/08/2018,"$1,525,000",Sold
8 Quinby Ridge Rd,"Armonk, NY 10504",08/17/2018,"$1,599,000",Posting Removed
8 Quinby Ridge Rd,"Armonk, NY 10504",04/18/2018,"$1,599,000",Listed For Sale
8 Quinby Ridge Rd,"Armonk, NY 10504",09/25/2008,"$1,725,000",Sold
8 Quinby Ridge Rd,"Armonk, NY 10504",10/28/1997,"$1,100,000",Sold
20 Fawn Ln,"Armonk, NY 10504",11/08/2018,"$1,795,000",Sold
20 Fawn Ln,"Armonk, NY 10504",10/06/2018,"$1,945,000",Posting Removed
20 Fawn Ln,"Armonk, NY 10504",10/05/2018,"$1,945,000",Pending
20 Fawn Ln,"Armonk, NY 10504",09/02/2018,"$1,945,000",Posting Removed
20 Fawn Ln,"Armonk, NY 10504",07/29/2018,"$1,945,000",Posting Removed
20 Fawn Ln,"Armonk, NY 10504",07/05/2018,"$1,945,000",Posting Removed
20 Fawn Ln,"Armonk, NY 10504",07/01/2018,"$1,945,000",Posting Removed
20 Fawn Ln,"Armonk, NY 10504",06/14/2018,"$1,945,000",Price Change
20 Fawn Ln,"Armonk, NY 10504",05/14/2018,"$1,995,000",Price Change
20 Fawn Ln,"Armonk, NY 10504",04/19/2018,"$2,095,000",Price Change
20 Fawn Ln,"Armonk, NY 10504",03/04/2018,"$2,195,000",Posting Removed
20 Fawn Ln,"Armonk, NY 10504",02/26/2018,"$2,195,000",Listed For Sale
20 Fawn Ln,"Armonk, NY 10504",10/31/1996,"$975,000",Sold
13 Greenway Rd,"Armonk, NY 10504",11/08/2018,"$1,025,000",Sold
13 Greenway Rd,"Armonk, NY 10504",09/07/2018,"$1,095,000",Posting Removed
13 Greenway Rd,"Armonk, NY 10504",04/30/2018,"$1,095,000",Listed For Sale
13 Greenway Rd,"Armonk, NY 10504",09/03/2015,"$540,000",Sold
14 Cole Dr,"Armonk, NY 10504",11/08/2018,"$4,600,000",Sold
14 Cole Dr,"Armonk, NY 10504",09/18/2018,"$5,600,000",Posting Removed
14 Cole Dr,"Armonk, NY 10504",05/25/2018,"$5,600,000",Listed For Sale
14 Cole Dr,"Armonk, NY 10504",01/29/2004,"$3,600,000",Sold
14 Cole Dr,"Armonk, NY 10504",05/16/1994,"$990,000",Sold
7 Nichols Rd,"Armonk, NY 10504",11/07/2018,"$765,000",Sold
7 Nichols Rd,"Armonk, NY 10504",08/10/2018,"$765,000",Posting Removed
7 Nichols Rd,"Armonk, NY 10504",06/06/2018,"$765,000",Price Change
7 Nichols Rd,"Armonk, NY 10504",05/29/2018,"$775,000",Posting Removed
7 Nichols Rd,"Armonk, NY 10504",03/15/2018,"$775,000",Price Change
7 Nichols Rd,"Armonk, NY 10504",03/04/2018,"$820,000",Posting Removed
7 Nichols Rd,"Armonk, NY 10504",02/09/2018,"$820,000",Listed For Sale
38 Green Valley Rd,"Armonk, NY 10504",11/05/2018,"$1,152,500",Sold
38 Green Valley Rd,"Armonk, NY 10504",10/15/2018,"$1,195,000",Posting Removed
38 Green Valley Rd,"Armonk, NY 10504",06/28/2018,"$1,195,000",Price Change
38 Green Valley Rd,"Armonk, NY 10504",05/01/2018,"$1,275,000",Price Change
38 Green Valley Rd,"Armonk, NY 10504",03/15/2018,"$1,399,000",Listed For Sale
38 Green Valley Rd,"Armonk, NY 10504",09/06/2017,"$1,599,999",Posting Removed
38 Green Valley Rd,"Armonk, NY 10504",09/05/2017,"$1,599,999",Posting Removed
38 Green Valley Rd,"Armonk, NY 10504",07/10/2017,"$1,599,999",Listed For Sale
26 Round Hill Rd,"Armonk, NY 10504",10/31/2018,"$970,000",Sold
26 Round Hill Rd,"Armonk, NY 10504",03/14/2018,"$1,250,000",Posting Removed
26 Round Hill Rd,"Armonk, NY 10504",02/06/2018,"$1,250,000",Listed For Sale
26 Round Hill Rd,"Armonk, NY 10504",11/24/2017,"$1,850,000",Posting Removed
26 Round Hill Rd,"Armonk, NY 10504",08/03/2017,"$1,850,000",Price Change
26 Round Hill Rd,"Armonk, NY 10504",09/18/2016,"$2,100,000",Listed For Sale
26 Round Hill Rd,"Armonk, NY 10504",06/04/1996,"$342,500",Sold
